"gender","genderID","ethnicity","citizen","English","Exam1","Exam2","attraction","Muslim","religious","conservative_self","conservative_parents","sexualOrientation","familyKnowsSexualOrientation","age_sexual_orientation","changeSexualOrientation","sameSexExperience","dateTransgender","MFS_self","MFS_present","MFS_attraction","gayFeelings","lesbianFeelings","sexPartners","relationship","sexInSeriousRelationship","seriousSex","sexBeforeMarriage","children","abortion","bed","birthMonth","TProll","TPconfig","foodPreference","burgers","InnocentVsGuilty","sexVsLove","attendance","version"
"Male","Male","White","Yes","Yes",70,69,75,"No",5,3,5,"straight","Yes",8,"No","No","Yes",4,5,6,0,0,20,3,9,6,"Yes - I already have",1,"Always Legal","No","November","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Love","wedding",1
"Female","Female","East Asian","Yes","Yes",80,83,50,"No",10,5,8,"straight","Yes",5,"No","No","No",7,7,3,10,10,0,0,5,3,"No",2,"Illegal most of the time","Yes","August","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Love","funeral",1
"Female","Female","White","Yes","Yes",52,72,20,"Yes",5,5,5,"straight","Yes",10,"No","No","No",10,10,0,5,5,13,3,10,10,"Yes - I already have",3,"Always Legal","Yes","April","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Male","Male","White","Yes","Yes",84,88,15,"No",7,8,7,"straight","Yes",11,"No","No","No",2,3,1,7,7,7,2,7,6,"Yes - I already have",2,"Legal most of the time","Yes","April","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","East Asian","No","No",88,80,5,"Yes",3,8,7,"straight","Yes",12,"No","No","No",3,3,7,2,3,0,1,5,9,"Yes - I would",1,"Neutral","No","July","Under","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","East Asian","No","No",90,94,5,"Uncertain",5,5,5,"straight","Yes",20,"No","No","No",7,8,3,0,0,0,0,5,7,"Unsure",2,"Neutral","No","December","Under","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Male","Male","White","Yes","Yes",96,93,5,"Yes",4,0,3,"bi","Some do",11,"No","Yes","Yes",5,6,5,0,0,2,0,2,2,"Yes - I already have",0,"Legal most of the time","Yes","October","Under","FOLD","Burger King","Burger King","Guilty Free","No Love","funeral",1
"Female","Female","East Asian","Yes","Yes",95,95,10,"No",8,5,5,"straight","Yes",4,"No","No","No",6,4,8,9,9,0,0,0,2,"Unsure",4,"Neutral","No","August","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Male","Male","White","Yes","Yes",85,87,10,"No",3,1,1,"straight","Yes",5,"No","No","No",0,0,10,0,0,5,0,5,5,"Yes - I already have",2,"Always Legal","No","May","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","White","Yes","Yes",84,86,20,"Uncertain",2,2,2,"straight","Yes",8,"No","No","No",8,8,2,0,0,10,5,7,7,"Yes - I already have",2,"Always Legal","Yes","April","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","funeral",1
"Male","Male","Hispanic","Yes","Yes",85,91,25,"Uncertain",5,5,5,"gay/lesbian","Yes",18,"No","Yes","No",8,8,8,0,0,10,0,8,9,"Yes - I already have",3,"Neutral","No","October","Over","FOLD","Burger King","Burger King","Innocent Executed","No Love","wedding",2
"Male","Male","White","Yes","Yes",88,90,40,"No",2,2,5,"straight","Yes",8,"No","No","Yes",8,8,2,0,0,3,0,9,5,"Yes - I already have",3,"Legal most of the time","No","September","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Male","Male","Hispanic","Yes","Yes",84,92,15,"No",2,4,6,"straight","Yes",13,"No","No","No",5,4,5,0,0,1,1,5,7,"Yes - I already have",2,"Always Legal","No","December","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",1
"Female","Female","Hispanic","Yes","No",90,96,75,"No",8,5,5,"straight","Yes",7,"No","No","No",0,1,10,0,0,1,1,6,4,"Yes - I already have",3,"Always Legal","Yes","May","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Male","Male","White","Yes","Yes",89,88,15,"Uncertain",0,2,1,"straight","Yes",5,"No","No","No",8,8,8,0,0,2,0,7,3,"Yes - I already have",2,"Always Legal","No","April","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Male","Male","White","Yes","Yes",83,81,20,"No",2,3,2,"straight","Yes",4,"No","No","No",4,4,9,0,0,50,4,5,1,"Yes - I already have",2,"Always Legal","No","April","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","Hispanic","Yes","No",82,94,10,"No",0,2,6,"straight","Yes",5,"Yes","Yes","Yes",8,7,3,0,0,2,0,10,0,"Yes - I already have",4,"Always Legal","Yes","December","Under","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","East Asian","No","No",98,100,15,"Uncertain",7,3,3,"straight","Yes",15,"No","No","No",2,4,7,9,9,0,2,7,7,"Yes - I would",2,"Illegal most of the time","Yes","June","Over","FOLD","Burger King","Mcdonalds","Guilty Free","No Sex","funeral",2
"Female","Female","East Asian","Yes","Yes",96,97,20,"Yes",10,8,9,"straight","Yes",2,"No","No","No",8,8,1,10,10,0,0,0,10,"No",7,"Illegal most of the time","Yes","August","Over","FOLD","Burger King","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","Black","Yes","Yes",91,85,40,"No",1,3,4,"straight","Yes",8,"No","Yes","No",6,7,7,0,0,0,0,5,1,"Yes - I would",2,"Legal most of the time","Yes","January","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Love","funeral",1
"Male","Male","White","Yes","Yes",91,94,25,"Yes",7,5,7,"straight","Yes",4,"No","No","No",10,10,2,0,2,4,2,6,2,"Yes - I already have",4,"Legal most of the time","No","March","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","Black","Yes","Yes",77,92,5,"Uncertain",5,5,5,"bi","Yes",12,"No","Yes","No",10,10,10,0,0,1,3,5,10,"Yes - I already have",1,"Always Legal","Yes","March","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",1
"Female","Female","White","Yes","Yes",85,86,50,"Uncertain",7,6,6,"straight","Yes",3,"No","No","No",10,10,0,0,0,0,1,5,10,"Yes - I would",3,"Always Legal","Yes","October","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Female","Female","Hispanic","Yes","Yes",79,88,90,"Uncertain",3,0,4,"asexual","No",4,"No","No","Yes",8,6,5,0,0,0,0,8,8,"Yes - I would",2,"Always Legal","Yes","June","No preference","WAD","Burger King","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","White","Yes","Yes",97,100,25,"Uncertain",1,1,8,"straight","Yes",10,"No","Yes","No",2,2,10,0,0,1,3,9,4,"Yes - I already have",4,"Always Legal","No","December","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","White","Yes","Yes",81,97,20,"No",2,3,3,"straight","Yes",7,"No","No","No",8,7,8,0,0,6,2,10,5,"Yes - I already have",4,"Always Legal","No","January","Under","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","wedding",1
"Female","Female","White","Yes","Yes",85,56,0,"No",3,5,8,"straight","Yes",10,"No","No","No",5,3,7,0,0,1,1,8,10,"Yes - I already have",3,"Legal most of the time","Yes","December","No preference","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",2
"Male","Male","East Asian","No","No",85,96,20,"No",2,3,3,"straight","Yes",2,"No","No","No",7,6,6,3,3,0,0,7,7,"Yes - I would",2,"Legal most of the time","No","October","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Male","Male","Hispanic","Yes","No",74,64,40,"No",4,2,7,"straight","Yes",3,"No","No","No",7,8,2,0,0,7,3,7,5,"Yes - I already have",0,"Legal most of the time","No","February","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Male","Male","Other","Yes","Yes",87,90,20,"Yes",8,9,9,"straight","Yes",6,"No","No","No",1,2,10,0,0,0,0,8,10,"Yes - I would",3,"Always Illegal","No","February","Under","FOLD","Burger King","Mcdonalds","Guilty Free","No Sex","wedding",1
"Male","Male","Black","Yes","Yes",65,76,20,"No",8,9,8,"straight","Yes",6,"No","No","No",3,1,10,5,5,0,2,8,8,"Yes - I would",2,"Always Legal","No","June","Over","FOLD","Burger King","Burger King","Guilty Free","No Love","funeral",1
"Female","Female","White","Yes","Yes",92,100,25,"Yes",8,6,8,"straight","Yes",4,"No","No","No",2,2,8,4,4,0,1,5,10,"Unsure",3,"Illegal most of the time","Yes","July","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","Other","Yes","Yes",93,87,15,"No",5,0,5,"straight","Yes",6,"No","No","Yes",7,6,2,0,0,1,1,5,7,"Yes - I already have",2,"Always Legal","Yes","October","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","White","Yes","Yes",95,88,45,"No",5,5,5,"straight","Yes",6,"No","Yes","Yes",7,7,3,0,0,1,4,5,4,"Yes - I already have",3,"Always Legal","No","November","Under","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","Hispanic","Yes","Yes",74,91,30,"No",4,0,4,"straight","Yes",2,"Yes","Yes","Yes",8,8,2,0,0,9,2,8,8,"Yes - I already have",3,"Always Legal","No","April","Under","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",1
"Female","Female","Hispanic","Yes","No",43,83,20,"No",4,5,5,"straight","Yes",2,"No","No","No",8,9,0,0,0,2,2,6,4,"Yes - I already have",4,"Always Legal","No","March","Over","FOLD","Burger King","Mcdonalds","Guilty Free","No Love","funeral",1
"Female","Female","White","Yes","Yes",79,91,5,"Uncertain",5,7,5,"straight","Yes",2,"No","No","No",10,10,0,5,5,4,1,7,5,"Yes - I already have",3,"Neutral","No","April","Over","WAD","Burger King","Burger King","Innocent Executed","No Sex","wedding",1
"Male","Male","Black","Yes","Yes",76,65,40,"No",4,3,3,"straight","Yes",4,"No","No","No",3,8,9,0,0,1,2,8,10,"Yes - I already have",3,"Always Legal","No","January","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","Black","Yes","Yes",70,74,0,"Uncertain",0,5,5,"gay/lesbian","Yes",11,"No","Yes","No",5,6,9,0,0,2,1,5,5,"Yes - I already have",0,"Always Legal","Yes","July","Under","WAD","Burger King","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Male","Male","East Asian","Yes","No",96,100,20,"No",5,4,8,"straight","Yes",9,"No","No","No",6,8,3,0,0,0,1,6,0,"Unsure",2,"Legal most of the time","No","January","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","Hispanic","Yes","Yes",87,89,30,"No",0,2,2,"straight","Yes",13,"No","No","No",0,0,9,0,0,1,1,5,10,"Yes - I already have",0,"Legal most of the time","Yes","August","Under","FOLD","Burger King","Mcdonalds","Guilty Free","No Sex","funeral",2
"Female","Female","Black","Yes","Yes",92,96,5,"No",7,4,4,"straight","Yes",2,"No","Yes","No",7,7,7,1,1,0,0,5,4,"Unsure",2,"Always Legal","No","September","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","Hispanic","Yes","No",83,82,40,"Uncertain",3,5,5,"straight","Yes",2,"No","Yes","No",8,8,2,0,0,2,1,8,10,"Yes - I already have",2,"Illegal most of the time","No","January","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Female","Female","White","Yes","Yes",89,89,10,"No",7,9,9,"straight","Yes",7,"No","Yes","No",8,8,2,9,9,2,1,3,10,"Unsure",3,"Illegal most of the time","No","April","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","Hispanic","Yes","Yes",82,84,40,"No",5,0,2,"straight","Yes",10,"No","No","No",8,7,4,0,0,4,0,5,3,"Yes - I already have",3,"Always Legal","No","December","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","wedding",1
"Female","Male","White","Yes","Yes",88,89,0,"Uncertain",0,5,5,"asexual","Yes",11,"No","No","Yes",5,5,5,0,0,0,1,0,10,"No",0,"Legal most of the time","Yes","April","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Female","Female","Black","Yes","Yes",74,75,0,"No",10,2,3,"straight","Yes",10,"No","Yes","Yes",9,9,3,0,0,9,2,7,8,"Yes - I already have",2,"Always Legal","No","September","No preference","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Female","Female","White","Yes","Yes",85,90,25,"No",9,5,5,"straight","Yes",8,"No","No","No",8,9,3,0,0,0,1,0,5,"No",2,"Illegal most of the time","No","January","Over","WAD","Burger King","Burger King","Innocent Executed","No Love","wedding",1
"Male","Male","East Asian","No","No",91,99,15,"Yes",3,5,7,"straight","Yes",14,"No","No","No",6,5,7,0,10,4,2,9,9,"Yes - I already have",2,"Neutral","Yes","May","No preference","FOLD","Burger King","Mcdonalds","Guilty Free","No Love","funeral",1
"Female","Female","Black","Yes","Yes",65,75,75,"No",10,10,10,"straight","Yes",2,"No","No","No",0,5,10,0,0,0,0,9,10,"Yes - I would",3,"Always Legal","Yes","September","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Female","Female","East Asian","Yes","No",98,96,10,"No",7,7,7,"straight","Yes",4,"No","No","No",3,3,8,1,1,1,0,7,2,"Yes - I already have",2,"Always Legal","No","October","No preference","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","East Asian","No","No",92,99,50,"Uncertain",1,5,7,"other","No",27,"No","No","Yes",3,2,5,3,3,8,5,4,6,"No",6,"Illegal most of the time","No","March","No preference","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",2
"Male","Male","South Asian","Yes","Yes",81,86,15,"Uncertain",5,5,3,"straight","Yes",12,"No","No","No",6,7,5,1,1,1,0,5,6,"Yes - I would",4,"Legal most of the time","No","May","Under","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Male","Male","White","Yes","Yes",85,100,35,"Uncertain",2,8,8,"straight","Yes",11,"No","Yes","No",9,9,2,1,3,1,1,7,0,"Yes - I already have",2,"Legal most of the time","No","January","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Male","Male","East Asian","No","No",99,100,50,"Uncertain",5,4,4,"straight","Yes",6,"No","No","No",8,8,0,0,4,5,2,8,4,"Yes - I already have",2,"Always Legal","Yes","March","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Love","funeral",2
"Male","Male","White","Yes","Yes",96,93,5,"No",0,2,0,"straight","Yes",12,"No","No","No",7,7,2,0,0,21,3,7,1,"Yes - I already have",0,"Always Legal","No","June","Over","WAD","Burger King","Burger King","Innocent Executed","No Love","wedding",2
"Male","Male","South Asian","Yes","Yes",97,97,5,"No",7,3,4,"straight","Yes",2,"No","No","No",3,1,8,0,0,1,1,5,10,"Yes - I already have",2,"Always Legal","Yes","July","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Female","Female","South Asian","Yes","No",95,99,5,"No",7,4,5,"straight","Yes",7,"No","No","No",3,2,8,0,0,0,0,9,7,"Yes - I would",4,"Always Legal","Yes","April","Over","FOLD","Burger King","Mcdonalds","Guilty Free","No Sex","wedding",2
"Female","Female","East Asian","No","No",92,97,50,"Uncertain",5,5,5,"straight","No",20,"No","No","No",5,5,5,5,5,0,0,5,5,"No",1,"Neutral","Yes","February","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Love","funeral",2
"Female","Female","East Asian","No","No",95,100,10,"Uncertain",1,5,5,"straight","Yes",10,"No","No","No",2,3,7,5,5,0,0,5,8,"Unsure",1,"Legal most of the time","No","July","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Male","Male","South Asian","Yes","Yes",90,98,20,"No",7,3,2,"straight","Yes",2,"No","No","No",7,8,2,0,0,0,0,1,9,"No",3,"Neutral","No","December","Under","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","East Asian","No","No",86,83,0,"Yes",5,5,5,"straight","Yes",10,"No","No","No",8,5,5,5,5,0,0,9,6,"Yes - I would",0,"Always Legal","No","January","Over","FOLD","Burger King","Burger King","Guilty Free","No Love","wedding",2
"Male","Male","Other","Yes","Yes",75,92,70,"No",3,5,5,"straight","Yes",2,"No","No","No",4,3,7,0,0,2,1,5,10,"Yes - I already have",2,"Neutral","No","September","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","funeral",1
"Male","Male","East Asian","No","No",93,92,10,"Uncertain",8,3,8,"bi","Yes",3,"No","No","No",6,7,2,10,10,0,0,3,10,"Unsure",2,"Illegal most of the time","Yes","September","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Male","Male","Hispanic","Yes","Yes",60,80,20,"No",7,3,7,"straight","Yes",15,"No","No","No",7,9,0,0,0,2,2,10,5,"Yes - I would",2,"Legal most of the time","Yes","September","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Female","Female","White","Yes","Yes",84,76,5,"No",5,5,8,"straight","Yes",10,"No","No","No",8,8,1,2,2,1,1,6,10,"Yes - I already have",0,"Legal most of the time","Yes","January","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","White","Yes","Yes",96,93,5,"No",1,2,2,"straight","Yes",6,"No","No","No",6,6,3,0,0,1,1,9,3,"Yes - I already have",1,"Always Legal","Yes","July","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","White","Yes","Yes",87,100,15,"No",5,1,2,"straight","Yes",15,"No","Yes","No",2,3,8,10,10,18,2,8,2,"Yes - I already have",2,"Legal most of the time","No","March","Over","WAD","Burger King","Mcdonalds","Guilty Free","No Sex","wedding",2
"Male","Male","East Asian","No","No",90,91,15,"No",2,4,6,"straight","Yes",5,"No","No","No",9,9,3,0,0,0,1,6,8,"Yes - I would",2,"Neutral","No","June","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","South Asian","Yes","Yes",95,93,35,"No",1,1,4,"straight","Yes",6,"No","No","No",1,1,8,0,0,0,0,6,9,"Yes - I would",3,"Legal most of the time","Yes","March","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Female","Female","Other","Yes","Yes",97,98,15,"Uncertain",4,1,6,"straight","Yes",6,"No","No","No",2,4,7,6,10,1,1,7,10,"Yes - I already have",2,"Always Legal","No","May","Under","WAD","Burger King","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","Hispanic","Yes","Yes",82,85,10,"Uncertain",7,4,2,"straight","Yes",4,"No","No","No",4,3,9,6,6,0,0,5,8,"No",2,"Legal most of the time","Yes","July","No preference","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Female","Female","East Asian","No","No",93,93,25,"Uncertain",0,5,4,"straight","Yes",12,"No","No","No",2,5,4,5,7,0,1,3,5,"Unsure",0,"Neutral","Yes","October","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",2
"Male","Male","East Asian","Yes","Yes",84,91,50,"No",5,5,10,"straight","Yes",4,"No","No","No",0,0,8,3,0,8,3,3,0,"Yes - I already have",2,"Always Legal","Yes","October","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Love","wedding",1
"Male","Male","East Asian","Yes","No",84,91,5,"Uncertain",1,3,0,"straight","Yes",6,"No","No","No",3,2,10,5,7,4,1,6,8,"Yes - I already have",2,"Always Legal","Yes","January","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",1
"Male","Male","White","Yes","Yes",87,93,30,"No",0,3,1,"straight","Yes",13,"No","No","Yes",8,9,3,0,0,3,1,6,9,"Yes - I already have",2,"Always Legal","No","April","Under","FOLD","Burger King","Burger King","Guilty Free","No Love","wedding",2
"Female","Female","East Asian","No","No",86,82,5,"Uncertain",6,2,9,"straight","Yes",2,"No","No","No",7,6,0,7,7,0,0,4,8,"Unsure",0,"Always Legal","No","September","Over","FOLD","Burger King","Burger King","Guilty Free","No Sex","wedding",1
"Female","Female","Black","Yes","Yes",62,71,10,"No",3,1,1,"straight","Yes",7,"No","No","No",8,8,0,0,0,7,2,9,2,"Yes - I already have",3,"Always Legal","Yes","March","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","East Asian","No","No",100,100,5,"Yes",0,5,7,"straight","Yes",13,"No","No","No",1,3,10,1,1,0,0,8,10,"Unsure",2,"Always Legal","Yes","October","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","wedding",2
