"gender","genderID","greek","homeTown","ethnicity","religion","religious","likeMath","calculus","ACT","GPA","partyHr","drinks","sexPartners","relationships","callParents","socialMedia","texts","goodOrWell","expectedIncome","president","DACA","liberal","politicalParty","gradeVsLearning","parentRelationship","workHr","tuition","career"
"Female","Female","No","Big City","East Asian","Buddhist",1,7,"Yes",27,3,0,1,0,1,5,4,10,10,300,"Not eligible to vote",3,5,"Independent",2,9,0,100,6
"Male","Male","No","Big City Subrub","White","Christian",7,6,"Yes",32,3.3,5,10,3,1,3,3,4,9,300,"Chose not to vote",0,6,"Republican",7,10,0,100,8
"Female","Female","Yes","Big City Subrub","Hispanic","Christian",3,5,"Yes",23,3.2,9,10,2,2,4,2,5,10,80,"Chose not to vote",0,5,"Democratic",5,8,10,90,5
"Male","Male","Yes","Big City Subrub","Other","Religious but not one of the above",5,0,"No",30,4,10,5,3,1,1,2,2,10,100,"Not eligible to vote",10,8,"Libertarian",8,8,25,90,9
"Male","Male","Yes","Small Town","White","Jewish",3,6,"No",27,3.6,6,0,1,1,4,1,15,8,150,"Hillary Clinton",7,5,"Democratic",6,10,0,100,1
"Female","Female","No","Small Town","White","Christian",5,9,"Yes",23,3.2,20,30,4,3,1,5,3,7,200,"Chose not to vote",5,8,"Republican",4,10,15,80,0
"Male","Male","No","Small Town","White","Atheist",7,8,"Yes",28,3.6,5,3,4,0,0,1,3,2,150,"Gary Johnson",1,6,"Independent",10,10,15,100,9
"Female","Female","No","Big City Subrub","Other","Christian",7,5,"No",22,2.7,6,0,0,0,3,5,22,5,60,"Not eligible to vote",0,1,"Democratic",3,9,0,50,6
"Female","Female","No","Small Town","White","Christian",2,8,"Yes",24,4,2,1,2,2,5,0,7,7,170,"Not eligible to vote",5,9,"Independent",5,7,0,90,9
"Male","Male","No","Big City","Other","Christian",5,5,"Yes",26,3,0,0,0,0,1,2,3,5,120,"Hillary Clinton",0,5,"Democratic",5,8,0,100,4
"Male","Male","No","Medium City","White","Agnostic",1,7,"Yes",33,3.8,7,6,0,0,1,10,2,8,90,"Hillary Clinton",7,3,"Democratic",8,9,0,90,7
"Female","Female","No","Big City Subrub","White","Christian",6,5,"Yes",27,3.9,10,4,4,2,4,7,10,8,100,"Not eligible to vote",5,4,"Republican",2,7,10,70,8
"Female","Female","No","Big City","Black","Christian",4,4,"No",24,3,4,1,4,3,6,2,5,6,80,"Not eligible to vote",0,2,"Democratic",6,6,0,0,7
"Female","Female","No","Big City","Black","Christian",0,3,"No",20,2.3,4,1,10,1,8,10,5,10,540,"Hillary Clinton",0,5,"Democratic",7,5,0,0,10
"Female","Female","No","Big City","Hispanic","Religious but not one of the above",3,6,"Yes",20,2.1,10,20,2,2,3,5,3,5,900,"Hillary Clinton",0,5,"Democratic",5,7,0,0,1
"Female","Female","No","Big City","Hispanic","Christian",1,5,"No",22,3.5,10,8,2,1,3,2,5,2,80,"Not eligible to vote",0,3,"Democratic",3,10,0,70,9
"Female","Female","No","Small Town","East Asian","Religious but not one of the above",3,8,"Yes",31,3.9,0,0,1,1,3,1,3,5,99999,"Not eligible to vote",5,5,"Other",8,9,0,100,2
"Female","Female","No","Small Town","White","Christian",1,8,"No",25,3.6,10,8,4,3,2,3,3,1,90,"Chose not to vote",0,2,"Libertarian",7,5,10,0,9
"Male","Male","No","Big City Subrub","South Asian","Atheist",0,5,"Yes",32,2.5,12,35,0,0,1,4,10,8,150,"Hillary Clinton",0,5,"Democratic",8,8,20,100,6
"Female","Female","No","Medium City","White","Christian",9,7,"Yes",25,3.6,13,24,1,1,3,3,5,5,125,"Hillary Clinton",0,4,"Democratic",6,9,15,0,8
"Female","Female","Yes","Big City Subrub","White","Christian",1,8,"Yes",28,3.8,2,3,0,0,15,2,5,1,80,"Hillary Clinton",3,4,"Independent",7,7,15,100,10
"Male","Male","No","Small Town","East Asian","Religious but not one of the above",1,7,"Yes",32,3.7,2,0,0,0,3,2,4,8,30,"Chose not to vote",2,7,"Other",10,9,0,80,6
"Male","Male","No","Big City","East Asian","Religious but not one of the above",0,9,"Yes",30,3.9,0,0,1,3,3,3,3,10,100,"Not eligible to vote",0,0,"Other",0,0,0,100,0
"Female","Female","Yes","Big City Subrub","Hispanic","Christian",5,5,"No",22,2.8,2,2,14,1,3,3,8,5,200,"Hillary Clinton",3,2,"Democratic",3,8,0,100,7
"Female","Female","Yes","Big City","Hispanic","Christian",5,0,"No",24,2.9,7,14,0,1,5,2,8,0,70,"Hillary Clinton",0,1,"Democratic",2,10,10,40,6
"Female","Female","No","Small Town","White","Christian",7,6,"Yes",33,3.5,2,2,0,0,2,4,10,4,250,"Gary Johnson",0,6,"Independent",6,7,0,90,10
"Male","Male","Yes","Big City Subrub","East Asian","Christian",6,8,"Yes",29,3.2,12,18,8,20,1,4,3,10,120,"Donald Trump",0,8,"Republican",7,9,0,90,10
"Female","Female","No","Small Town","White","Atheist",0,4,"Yes",27,3.7,3,3,1,0,3,2,5,7,85000,"Not eligible to vote",0,1,"Green",5,6,10,100,5
"Female","Female","Yes","Medium City","Hispanic","Christian",3,10,"Yes",28,3,15,7,3,0,5,4,5,0,50,"Hillary Clinton",0,2,"Democratic",5,5,10,0,10
"Male","Male","No","Small Town","Black","Christian",10,8,"Yes",24,3.6,10,8,3,3,7,10,4,8,120,"Donald Trump",5,10,"Democratic",0,8,10,20,7
"Male","Male","No","Big City Subrub","White","Christian",6,5,"No",26,3.5,8,28,1,1,6,2,11,9,100,"Not eligible to vote",6,7,"Republican",3,5,10,90,8
"Male","Male","No","Medium City","South Asian","Hindu",0,6,"Yes",29,2.6,0,0,0,0,2,0,3,7,100,"Hillary Clinton",10,5,"Independent",5,6,10,100,4
"Female","Female","Yes","Big City Subrub","White","Christian",8,0,"No",24,3.4,2,0,0,0,2,2,4,7,60,"Donald Trump",5,7,"Republican",5,9,10,80,10
"Female","Female","No","Big City Subrub","Hispanic","Religious but not one of the above",5,0,"No",26,3.7,10,7,5,3,10,10,5,5,80,"Chose not to vote",0,0,"Democratic",5,5,0,100,10
"Male","Male","Yes","Medium City","East Asian","Atheist",3,10,"Yes",30,3.8,2,0,0,3,10,5,3,5,50,"Not eligible to vote",7,5,"Other",7,10,0,100,3
"Female","Female","No","Big City Subrub","White","Christian",6,8,"Yes",25,3.5,8,8,1,1,3,10,7,3,50,"Donald Trump",5,7,"Republican",2,8,0,0,6
"Male","Male","No","Big City","East Asian","Atheist",0,10,"Yes",35,4,1,0,0,0,2,4,10,9,120,"Not eligible to vote",0,5,"Other",10,10,0,100,2
"Male","Male","No","Small Town","White","Christian",6,10,"Yes",34,3.9,6,5,5,2,7,2,6,7,100,"Not eligible to vote",3,5,"Other",3,9,0,80,7
"Female","Female","No","Medium City","East Asian","Religious but not one of the above",5,3,"Yes",30,4,4,8,1,1,2,3,6,5,50,"Hillary Clinton",1,3,"Democratic",5,7,0,100,7
"Female","Female","No","Small Town","White","Christian",5,8,"Yes",28,4,4,2,1,2,4,2,10,0,80,"Not eligible to vote",0,5,"Republican",5,10,0,100,4
"Female","Female","Yes","Big City Subrub","White","Agnostic",1,4,"Yes",31,3.8,6,8,1,1,6,4,7,5,90,"Hillary Clinton",0,2,"Democratic",1,7,10,90,5
"Male","Male","No","Big City","Black","Christian",0,10,"Yes",23,2.8,0,0,5,3,2,0,3,4,160,"Chose not to vote",5,7,"Democratic",5,4,20,70,4
"Female","Female","No","Big City","Black","Christian",8,2,"Yes",25,3.1,0,0,1,2,5,3,3,5,300,"Hillary Clinton",0,2,"Democratic",5,9,15,100,9
"Male","Male","No","Big City","East Asian","Agnostic",2,0,"Yes",30,3.8,1,0,1,1,1,3,7,5,90,"Not eligible to vote",5,6,"Republican",5,8,0,10,3
"Male","Male","No","Big City","East Asian","Atheist",0,10,"Yes",31,3.4,6,0,0,0,4,1,10,5,100,"Not eligible to vote",5,5,"Democratic",7,7,0,100,3
"Male","Male","No","Medium City","White","Atheist",0,6,"Yes",24,3.8,0,0,0,0,3,2,3,6,250,"Not eligible to vote",7,7,"Independent",6,10,0,100,5
"Male","Male","No","Small Town","East Asian","Christian",6,9,"Yes",30,4,5,50,1,1,3,3,4,5,100,"Not eligible to vote",0,5,"Independent",5,7,30,100,9
"Female","Female","No","Big City","Black","Christian",4,5,"Yes",23,2.6,2,0,2,2,2,4,3,5,500,"Hillary Clinton",0,10,"Democratic",5,10,0,30,0
"Male","Male","No","Big City Subrub","White","Christian",2,8,"Yes",32,3.5,15,25,0,0,1,2,10,5,80,"Not eligible to vote",2,3,"Democratic",4,9,0,50,5
"Female","Female","No","Big City","East Asian","Agnostic",0,0,"Yes",27,3.7,1,0,1,3,2,5,3,5,100,"Not eligible to vote",5,5,"Republican",3,8,0,100,5
"Female","Female","Yes","Big City Subrub","White","Jewish",5,6,"Yes",27,3.2,12,8,2,1,3,7,12,7,800,"Donald Trump",2,3,"Libertarian",3,10,0,100,6
"Female","Female","Yes","Big City Subrub","White","Christian",2,2,"Yes",25,3.5,6,5,2,2,8,2,7,7,300,"Chose not to vote",2,5,"Republican",5,10,0,100,4
"Male","Male","No","Medium City","Black","Christian",8,6,"Yes",24,3.5,4,1,1,3,2,3,6,7,100,"Hillary Clinton",2,3,"Democratic",4,8,0,90,8
"Female","Female","No","Big City Subrub","White","Atheist",0,7,"Yes",29,3.7,12,15,0,0,4,2,10,6,130,"Hillary Clinton",8,1,"Democratic",4,5,0,10,2
"Male","Male","Yes","Big City Subrub","White","Christian",6,9,"Yes",30,3.7,6,0,0,1,11,5,4,8,10000,"Donald Trump",5,5,"Republican",5,10,20,0,6
"Female","Female","No","Big City","Black","Christian",5,0,"Yes",23,3.8,3,0,5,1,7,10,4,5,800,"Not eligible to vote",0,2,"Democratic",5,10,0,100,3
"Female","Female","No","Big City Subrub","East Asian","Christian",2,0,"Yes",27,3.6,3,3,0,0,1,4,6,5,100,"Not eligible to vote",3,5,"Other",0,3,0,100,9
"Female","Female","No","Small Town","White","Christian",5,0,"No",27,2.9,0,1,1,1,3,4,3,3,75,"Hillary Clinton",0,3,"Green",3,5,5,0,5
"Female","Female","Yes","Small Town","South Asian","Hindu",3,2,"No",20,3.7,4,4,1,1,1,5,5,2,80,"Chose not to vote",0,5,"Democratic",4,3,0,100,4
"Female","Female","No","Big City Subrub","White","Christian",6,9,"Yes",33,3.3,8,0,1,2,3,5,11,0,300,"Not eligible to vote",5,7,"Republican",3,10,0,100,5
"Male","Male","Yes","Big City Subrub","South Asian","Muslim",5,2,"Yes",28,3.6,6,10,4,1,14,10,7,1,250,"Hillary Clinton",0,2,"Democratic",4,10,0,0,10
"Male","Male","Yes","Big City Subrub","White","Hindu",0,7,"Yes",26,3,12,25,4,1,1,4,7,7,75,"Donald Trump",8,8,"Republican",3,8,0,100,5
"Female","Female","No","Big City Subrub","White","Christian",7,6,"No",25,3.7,2,2,0,0,5,4,4,3,100,"Not eligible to vote",1,3,"Democratic",4,9,0,80,7
"Female","Female","No","Big City Subrub","White","Christian",6,1,"Yes",24,3.8,6,2,1,2,6,5,5,7,100,"Donald Trump",6,7,"Republican",2,9,5,100,9
"Female","Female","No","Big City Subrub","White","Christian",3,1,"Yes",31,3.8,0,0,0,0,5,2,5,5,80,"Not eligible to vote",0,2,"Democratic",0,8,0,90,0
"Female","Female","No","Medium City","East Asian","Atheist",2,6,"Yes",32,4,0,0,0,0,7,3,3,8,100,"Not eligible to vote",2,5,"Other",5,9,0,100,8
"Male","Male","No","Big City","White","Agnostic",0,7,"Yes",33,3.9,10,20,2,2,2,1,20,10,10000,"Not eligible to vote",0,5,"Other",7,9,20,0,0
"Male","Male","Yes","Big City Subrub","Hispanic","Agnostic",0,8,"Yes",35,1.8,20,40,12,2,2,3,4,10,75,"Gary Johnson",3,3,"Independent",7,8,15,90,2
"Female","Female","Yes","Big City Subrub","White","Christian",3,7,"Yes",31,2.9,20,30,4,2,2,2,3,5,100,"Hillary Clinton",4,3,"Democratic",7,9,10,50,3
"Male","Male","No","Big City","South Asian","Hindu",1,9,"Yes",34,3.8,5,8,0,3,5,2,5,8,1000,"Chose not to vote",0,1,"Democratic",3,9,0,80,6
"Female","Female","No","Big City","East Asian","Agnostic",0,8,"Yes",33,2.9,0,0,1,1,2,3,3,9,300,"Not eligible to vote",0,8,"Independent",7,8,5,100,4
"Male","Male","Yes","Big City Subrub","White","Christian",5,8,"Yes",33,2.2,9,35,16,1,5,9,20,4,3000,"Donald Trump",6,7,"Independent",4,6,20,100,7
"Female","Female","No","Big City","Hispanic","Christian",5,6,"Yes",21,3.6,12,3,1,1,6,2,3,6,65,"Not eligible to vote",0,0,"Democratic",4,3,0,20,5
"Female","Female","Yes","Big City Subrub","White","Christian",4,1,"No",28,3.6,15,20,1,1,6,4,10,6,70,"Donald Trump",2,5,"Republican",5,9,0,0,2
"Female","Female","No","Big City Subrub","White","Christian",4,6,"Yes",25,4,16,10,0,25,1,2,9,5,80,"Not eligible to vote",3,4,"Democratic",4,7,0,20,0
"Female","Female","No","Big City Subrub","White","Agnostic",2,0,"Yes",28,3.7,10,6,0,1,10,2,4,0,200,"Gary Johnson",0,2,"Libertarian",5,8,0,100,7
"Female","Female","No","Big City","Black","Christian",5,9,"Yes",26,3.5,0,0,0,0,3,3,0,5,50,"Hillary Clinton",3,3,"Democratic",5,10,0,100,8
"Male","Male","Yes","Big City Subrub","White","Jewish",5,5,"No",30,3.3,7,0,1,1,7,3,5,2,120,"Not eligible to vote",5,5,"Independent",5,7,0,80,10
"Female","Female","Yes","Big City","White","Agnostic",1,5,"Yes",29,3,5,6,5,2,3,4,9,7,150,"Not eligible to vote",2,4,"Independent",5,7,0,30,6
"Male","Male","No","Big City Subrub","White","Atheist",1,7,"Yes",28,3.1,8,15,1,1,1,0,10,5,100,"Hillary Clinton",2,3,"Democratic",4,8,0,90,2
"Male","Male","Yes","Big City Subrub","White","Christian",4,9,"Yes",31,2.6,3,20,6,1,6,3,30,5,200,"Hillary Clinton",2,5,"Republican",8,9,0,60,8
"Female","Female","No","Big City Subrub","White","Christian",7,2,"No",22,3.2,10,20,10,2,15,10,4,10,70,"Donald Trump",3,5,"Democratic",7,10,0,10,7
"Male","Other","Yes","Big City Subrub","White","Agnostic",2,2,"Yes",27,3.5,5,1,3,2,20,3,12,4,150,"Not eligible to vote",2,3,"Democratic",3,6,0,100,8
"Female","Female","No","Big City Subrub","White","Atheist",0,6,"No",29,3.9,9,9,1,1,4,3,5,5,100,"Not eligible to vote",6,5,"Democratic",5,7,0,100,7
"Female","Female","No","Big City","East Asian","Christian",2,0,"Yes",25,3.8,2,1,0,1,1,3,7,5,100,"Not eligible to vote",0,5,"Democratic",5,8,0,100,3
"Female","Female","Yes","Big City Subrub","White","Christian",5,6,"Yes",25,3.4,16,24,9,4,1,3,5,10,100,"Donald Trump",7,10,"Republican",0,8,0,0,0
"Female","Female","No","Medium City","Black","Christian",5,3,"No",19,3.8,4,0,0,2,5,1,5,5,10000,"Hillary Clinton",0,5,"Democratic",5,7,0,0,6
"Male","Male","No","Big City","East Asian","Religious but not one of the above",0,10,"Yes",29,3.8,0,0,1,2,1,2,3,7,1000,"Not eligible to vote",1,2,"Other",6,9,0,100,5
"Female","Female","No","Big City","Hispanic","Christian",6,0,"Yes",23,3,6,7,0,0,3,5,7,7,100,"Hillary Clinton",0,1,"Democratic",2,5,20,50,0
"Male","Male","No","Big City","South Asian","Hindu",7,7,"Yes",33,3.9,0,0,0,0,10,2,17,6,200,"Hillary Clinton",3,3,"Democratic",7,9,25,70,3
"Male","Male","No","Big City","East Asian","Christian",8,5,"Yes",29,3.8,0,0,0,0,2,4,3,5,80,"Not eligible to vote",0,5,"Independent",4,9,10,80,6
"Female","Female","No","Big City","Hispanic","Religious but not one of the above",8,10,"Yes",28,3.6,5,3,6,3,5,10,13,8,90,"Not eligible to vote",0,5,"Democratic",5,7,0,10,8
"Female","Female","No","Big City","Other","Christian",9,5,"No",21,3.8,2,5,2,2,4,2,2,2,105,"Not eligible to vote",0,5,"Democratic",1,8,5,0,9
"Female","Female","No","Small Town","Black","Agnostic",0,0,"Yes",21,4,0,0,0,0,21,5,3,0,100,"Hillary Clinton",0,0,"Democratic",5,10,0,50,8
"Female","Female","No","Medium City","Black","Christian",9,7,"No",22,3.4,0,0,1,1,7,10,2,5,150,"Hillary Clinton",0,5,"Democratic",6,9,25,90,9
"Female","Other","No","Small Town","Other","Jewish",10,0,"No",12,1,50,50,50,0,50,10,50,10,99999,"Donald Trump",10,10,"Green",10,0,50,0,0
"Female","Female","Yes","Big City","White","Christian",6,2,"No",30,3.6,6,10,2,1,2,5,6,8,80,"Chose not to vote",1,5,"Republican",3,10,0,50,5
"Female","Female","Yes","Big City Subrub","White","Christian",1,8,"No",27,3.3,10,20,6,2,4,4,10,5,500,"Not eligible to vote",0,2,"Democratic",3,9,15,80,4
"Female","Female","No","Big City Subrub","White","Christian",7,7,"No",25,3.8,10,6,1,1,5,5,5,5,80,"Donald Trump",3,3,"Democratic",3,9,0,50,3
"Male","Other","No","Big City Subrub","White","Agnostic",3,10,"Yes",35,3.8,0,0,0,0,0,2,3,5,100,"Jill Stein",1,2,"Other",5,8,10,40,1
"Female","Female","No","Medium City","South Asian","Hindu",8,7,"No",27,3.8,7,0,0,0,5,1,5,3,500,"Not eligible to vote",0,2,"Democratic",7,7,0,70,8
"Female","Female","No","Big City Subrub","East Asian","Atheist",0,5,"Yes",30,2.9,3,5,1,0,1,4,4,5,200,"Hillary Clinton",0,3,"Democratic",10,5,0,100,7
"Female","Female","No","Big City","Black","Christian",10,5,"No",23,2.6,0,1,1,1,12,6,1,10,80,"Not eligible to vote",0,0,"Democratic",6,10,15,50,3
"Female","Female","No","Big City Subrub","White","Christian",8,8,"Yes",27,3.9,2,1,0,0,3,3,3,5,300,"Not eligible to vote",0,0,"Democratic",0,10,0,100,8
"Male","Male","No","Big City Subrub","White","Atheist",0,7,"Yes",32,3.6,10,15,3,1,1,2,4,5,250,"Hillary Clinton",0,3,"Democratic",6,7,0,100,6
"Female","Female","No","Big City","East Asian","Atheist",1,6,"Yes",36,3.8,2,0,0,1,5,5,5,6,100,"Not eligible to vote",5,6,"Other",7,10,0,100,8
"Male","Male","No","Big City","East Asian","Christian",3,5,"Yes",24,3,15,5,8,1,1,10,12,7,5000,"Not eligible to vote",9,5,"Libertarian",8,7,0,90,7
"Male","Male","No","Big City","East Asian","Religious but not one of the above",3,7,"Yes",29,2.9,0,0,2,1,1,2,2,8,99999,"Not eligible to vote",5,7,"Democratic",7,8,0,100,6
"Female","Female","No","Big City Subrub","White","Jewish",6,0,"No",19,3.4,5,5,3,2,2,3,4,5,80,"Hillary Clinton",0,0,"Democratic",5,10,5,50,10
"Male","Male","No","Big City Subrub","East Asian","Christian",6,5,"Yes",35,3,5,2,4,2,1,1,10,5,170,"Not eligible to vote",5,5,"Green",5,9,10,100,5
"Male","Male","No","Small Town","White","Christian",4,3,"Yes",23,3.2,8,12,2,2,1,2,4,6,80,"Donald Trump",8,3,"Other",2,7,10,40,5
"Female","Female","Yes","Big City Subrub","White","Jewish",5,0,"No",23,3.6,8,10,7,1,7,2,10,5,90,"Hillary Clinton",0,3,"Democratic",5,7,0,100,8
"Male","Male","No","Small Town","White","Agnostic",0,0,"No",23,3.5,12,30,1,1,3,1,5,10,70,"Gary Johnson",5,5,"Libertarian",6,5,0,100,5
"Female","Female","No","Big City","East Asian","Atheist",2,6,"Yes",19,2.5,0,0,0,0,7,3,5,5,50,"Hillary Clinton",0,5,"Independent",6,7,20,100,7
"Female","Female","No","Big City","East Asian","Atheist",2,6,"Yes",29,3.6,0,0,0,1,14,3,3,6,20,"Not eligible to vote",0,5,"Other",7,10,0,90,5
"Male","Male","No","Big City Subrub","Other","Jewish",7,5,"No",29,2.1,10,17,4,1,2,3,8,3,83,"Hillary Clinton",0,3,"Democratic",6,10,0,100,6
"Female","Female","No","Big City Subrub","South Asian","Muslim",7,3,"Yes",30,2.7,2,0,0,1,10,3,5,5,100,"Chose not to vote",0,3,"Democratic",7,9,0,90,3
"Female","Female","Yes","Small Town","White","Christian",6,2,"No",28,3.6,4,5,0,2,9,1,8,4,70,"Donald Trump",5,8,"Republican",5,8,0,100,10
"Female","Female","No","Big City Subrub","South Asian","Hindu",6,6,"Yes",31,3,10,15,0,1,3,2,7,5,200,"Not eligible to vote",1,3,"Democratic",5,6,0,90,9
"Female","Female","Yes","Big City Subrub","White","Christian",3,6,"Yes",31,3.9,8,14,3,2,6,2,12,4,100,"Gary Johnson",0,3,"Other",5,10,5,100,8
"Male","Male","No","Big City Subrub","White","Christian",5,7,"Yes",28,3.8,6,8,1,1,4,2,4,6,200,"Donald Trump",4,8,"Republican",2,10,10,50,6
"Male","Male","No","Big City Subrub","White","Atheist",0,6,"Yes",28,3.6,4,3,5,1,2,2,6,3,40,"Hillary Clinton",0,3,"Democratic",3,8,0,100,9
"Female","Female","No","Big City Subrub","Other","Christian",8,0,"No",20,3.8,3,2,1,1,9,2,6,0,90,"Donald Trump",1,8,"Republican",5,10,0,90,7
"Male","Male","No","Small Town","White","Christian",2,0,"No",28,3.3,0,0,1,1,1,3,1,7,90,"Chose not to vote",5,5,"Independent",0,2,15,30,0
"Female","Female","No","Small Town","East Asian","Christian",1,5,"Yes",29,3.5,2,1,1,3,3,3,12,4,60,"Not eligible to vote",0,3,"Democratic",6,7,0,50,7
"Male","Male","No","Big City","Hispanic","Religious but not one of the above",8,8,"Yes",21,2,3,0,20,0,5,3,3,10,200,"Hillary Clinton",0,5,"Democratic",10,10,0,0,7
"Female","Female","No","Small Town","White","Christian",8,7,"Yes",28,3.9,12,10,2,2,3,4,3,6,150,"Not eligible to vote",8,8,"Republican",4,9,0,90,8
"Female","Female","Yes","Big City Subrub","White","Christian",6,8,"Yes",30,2.7,20,37,7,2,2,2,4,7,100,"Chose not to vote",1,7,"Democratic",10,7,10,90,5
"Female","Female","No","Big City Subrub","White","Christian",0,0,"No",31,3.8,15,8,2,0,2,4,4,2,100,"Not eligible to vote",0,3,"Democratic",5,8,0,80,0
"Female","Female","No","Medium City","White","Atheist",0,0,"Yes",29,3.7,14,10,3,1,5,4,10,10,170,"Hillary Clinton",0,0,"Democratic",10,10,25,0,10
"Female","Female","No","Small Town","East Asian","Religious but not one of the above",0,7,"Yes",22,2.4,0,0,0,0,4,2,4,7,80,"Chose not to vote",6,3,"Democratic",7,10,10,100,0
"Female","Female","Yes","Medium City","White","Agnostic",3,5,"No",30,3.8,8,6,1,1,4,1,5,2,500,"Not eligible to vote",0,0,"Democratic",5,10,0,100,6
"Male","Male","No","Big City Subrub","Hispanic","Christian",1,5,"Yes",30,2.5,4,6,1,2,1,2,3,10,150,"Hillary Clinton",0,4,"Democratic",4,8,0,70,0
"Female","Female","No","Big City","East Asian","Christian",8,3,"No",30,3.9,3,0,2,1,7,3,12,5,120,"Hillary Clinton",3,8,"Republican",5,10,0,100,10
"Female","Female","No","Big City Subrub","South Asian","Hindu",4,5,"Yes",28,2.5,6,4,0,0,7,7,3,4,100,"Chose not to vote",0,3,"Democratic",5,4,0,100,1
"Female","Female","No","Big City","East Asian","Atheist",0,6,"Yes",25,3.5,0,0,1,3,1,10,8,5,200,"Not eligible to vote",5,5,"Republican",7,10,0,100,3
"Female","Female","No","Big City","Hispanic","Christian",4,6,"Yes",24,3.4,0,0,0,0,10,1,3,4,116,"Not eligible to vote",0,0,"Democratic",5,10,0,100,5
"Female","Female","No","Big City","Black","Christian",7,7,"Yes",25,3.6,0,0,0,0,7,3,2,5,100,"Chose not to vote",5,5,"Democratic",6,9,5,0,7
"Female","Female","No","Big City","East Asian","Agnostic",2,5,"Yes",32,4,0,0,0,0,1,2,0,3,100,"Not eligible to vote",5,3,"Democratic",8,9,0,100,8
"Female","Female","No","Big City","South Asian","Muslim",7,8,"Yes",28,2.3,5,0,0,0,2,10,4,3,80,"Hillary Clinton",0,2,"Democratic",5,8,0,10,4
"Male","Male","No","Big City","South Asian","Hindu",0,9,"Yes",35,4,4,0,0,0,30,1,9,10,99999,"Not eligible to vote",7,5,"Republican",4,10,0,100,10
"Female","Female","No","Big City Subrub","White","Christian",3,5,"Yes",25,3.8,4,10,2,2,2,3,5,5,60,"Not eligible to vote",5,5,"Democratic",5,8,0,50,9
"Male","Male","No","Big City","East Asian","Atheist",3,10,"Yes",33,3.8,4,1,0,1,1,1,5,7,200,"Not eligible to vote",8,5,"Other",6,6,0,100,8
"Male","Male","No","Big City Subrub","White","Agnostic",3,9,"Yes",33,3.8,0,0,50,3,1,0,2,3,75,"Chose not to vote",3,2,"Independent",7,8,50,0,3
"Female","Female","No","Big City","Hispanic","Agnostic",0,8,"Yes",31,3.8,9,15,2,0,7,2,5,7,900,"Not eligible to vote",0,3,"Democratic",5,6,30,60,10
"Male","Male","No","Big City","East Asian","Buddhist",5,3,"Yes",31,2.1,4,1,0,0,1,0,2,5,60,"Not eligible to vote",3,10,"Independent",5,10,0,100,9
"Male","Male","No","Big City","East Asian","Atheist",0,7,"Yes",34,3.9,0,0,3,0,2,1,5,9,200,"Not eligible to vote",8,2,"Independent",5,3,0,90,9
